Start,End,Strand,Gene_ID,Gene_Name
3347982,3348473,+,Rv2991,Rv2991
3348474,3348546,-,upstream_Rvnt35,upstream_gluU
3348547,3348619,-,Rvnt35,gluU
3348620,3348658,-,upstream_Rvnt36,upstream_glnU
3348659,3348730,-,Rvnt36,glnU
3348731,3348804,-,upstream_Rv2992c,upstream_gltS
3348805,3350277,-,Rv2992c,gltS
3350274,3350993,-,Rv2993c,Rv2993c
3350994,3351268,+,upstream_Rv2994,upstream_Rv2994
3351269,3352606,+,Rv2994,Rv2994
3352458,3353468,-,Rv2995c,leuB
3353469,3353482,-,upstream_Rv2996c,upstream_serA1
3353483,3355069,-,Rv2996c,serA1
3355070,3355098,+,upstream_Rv2997,upstream_Rv2997
3355099,3356541,+,Rv2997,Rv2997
3356542,3356814,+,upstream_Rv2998,upstream_Rv2998
3356815,3357276,+,Rv2998,Rv2998
3357277,3357601,+,upstream_Rv2999,upstream_lppY
3357602,3358567,+,Rv2999,lppY
3358568,3358611,+,upstream_Rv3000,upstream_Rv3000
3358612,3359271,+,Rv3000,Rv3000
3359272,3359584,-,upstream_Rv3001c,upstream_ilvC
3359585,3360586,-,Rv3001c,ilvC
3360587,3360623,-,upstream_Rv3002c,upstream_ilvN
3360624,3361130,-,Rv3002c,ilvN
3361130,3362986,-,Rv3003c,ilvB1
3361131,3361129,-,upstream_Rv3003c,upstream_ilvB1
3362987,3363347,+,upstream_Rv3004,upstream_cfp6
3363348,3363686,+,Rv3004,cfp6
3363687,3363692,-,upstream_Rv3005c,upstream_Rv3005c
3363693,3364532,-,Rv3005c,Rv3005c
3364533,3364708,+,upstream_Rv3006,upstream_lppZ
3364709,3365830,+,Rv3006,lppZ
3365831,3365835,-,upstream_Rv3007c,upstream_Rv3007c
3365836,3366450,-,Rv3007c,Rv3007c
3366451,3366643,+,upstream_Rv3008,upstream_Rv3008
3366644,3367267,+,Rv3008,Rv3008
3367264,3368793,-,Rv3009c,gatB
3368794,3368822,-,upstream_Rv3010c,upstream_pfkA
3368823,3369854,-,Rv3010c,pfkA
3369855,3369949,-,upstream_Rv3011c,upstream_gatA
3369950,3371434,-,Rv3011c,gatA
3371431,3371730,-,Rv3012c,gatC
3371731,3371814,+,upstream_Rv3013,upstream_Rv3013
3371815,3372471,+,Rv3013,Rv3013
3372472,3372544,-,upstream_Rv3014c,upstream_ligA
3372545,3374620,-,Rv3014c,ligA
3374621,3374650,-,upstream_Rv3015c,upstream_Rv3015c
3374651,3375664,-,Rv3015c,Rv3015c
3375665,3375757,+,upstream_Rv3016,upstream_lpqA
3375758,3376387,+,Rv3016,lpqA
3376388,3376489,-,upstream_Rv3017c,upstream_esxQ
3376490,3376852,-,Rv3017c,esxQ
3376853,3376938,-,upstream_Rv3018c,upstream_PPE46
3376939,3378243,-,Rv3018c,PPE46
3378244,3378710,-,upstream_Rv3019c,upstream_esxR
3378711,3379001,-,Rv3019c,esxR
3379002,3379035,-,upstream_Rv3020c,upstream_esxS
3379036,3379329,-,Rv3020c,esxS
3379330,3380678,-,upstream_Rv3022A,upstream_PE29
3380679,3380993,-,Rv3022A,PE29
3380994,3381374,-,upstream_Rv3023c,upstream_Rv3023c
3381375,3382622,-,Rv3023c,Rv3023c
3382623,3382784,-,upstream_Rv3024c,upstream_trmU
3382785,3383888,-,Rv3024c,trmU
3383885,3385066,-,Rv3025c,iscS
3385067,3385162,-,upstream_Rv3026c,upstream_Rv3026c
3385163,3386077,-,Rv3026c,Rv3026c
3386074,3386919,-,Rv3027c,Rv3027c
3386920,3387074,-,upstream_Rv3028c,upstream_fixB
3387075,3388031,-,Rv3028c,fixB
3388032,3388069,-,upstream_Rv3029c,upstream_fixA
3388070,3388870,-,Rv3029c,fixA
3388871,3389100,+,upstream_Rv3030,upstream_Rv3030
3389101,3389925,+,Rv3030,Rv3030
3389922,3391502,+,Rv3031,Rv3031
3391503,3391533,+,upstream_Rv3032,upstream_Rv3032
3391534,3392778,+,Rv3032,Rv3032
3392779,3392811,+,upstream_Rv3032A,upstream_Rv3032A
3392812,3393201,+,Rv3032A,Rv3032A
3393202,3393379,+,upstream_Rv3033,upstream_Rv3033
3393380,3393928,+,Rv3033,Rv3033
3393929,3394018,-,upstream_Rv3034c,upstream_Rv3034c
3394019,3394921,-,Rv3034c,Rv3034c
3394922,3395378,+,upstream_Rv3035,upstream_Rv3035
3395379,3396461,+,Rv3035,Rv3035
3396458,3397141,-,Rv3036c,TB22.2
3397142,3397213,-,upstream_Rv3037c,upstream_Rv3037c
3397214,3398290,-,Rv3037c,Rv3037c
3398291,3398424,-,upstream_Rv3038c,upstream_Rv3038c
3398425,3399408,-,Rv3038c,Rv3038c
3399409,3399418,-,upstream_Rv3039c,upstream_echA17
3399419,3400183,-,Rv3039c,echA17
3400184,3400191,-,upstream_Rv3040c,upstream_Rv3040c
3400192,3401058,-,Rv3040c,Rv3040c
3401055,3401918,-,Rv3041c,Rv3041c
3401919,3401932,-,upstream_Rv3042c,upstream_serB2
3401933,3403162,-,Rv3042c,serB2
3403163,3403199,-,upstream_Rv3043c,upstream_ctaD
3403200,3404921,-,Rv3043c,ctaD
3404922,3405135,+,upstream_Rv3044,upstream_fecB
3405136,3406215,+,Rv3044,fecB
3406216,3406284,+,upstream_Rv3045,upstream_adhC
3406285,3407325,+,Rv3045,adhC
3407314,3407688,-,Rv3046c,Rv3046c
3407689,3408021,-,upstream_Rv3047c,upstream_Rv3047c
3408022,3408306,-,Rv3047c,Rv3047c
3408307,3408403,-,upstream_Rv3048c,upstream_nrdF2
3408404,3409378,-,Rv3048c,nrdF2
3409379,3409508,-,upstream_Rv3049c,upstream_Rv3049c
3409509,3411083,-,Rv3049c,Rv3049c
3411084,3411216,-,upstream_Rv3050c,upstream_Rv3050c
3411217,3411957,-,Rv3050c,Rv3050c
3411958,3412084,-,upstream_Rv3051c,upstream_nrdE
3412085,3414166,-,Rv3051c,nrdE
3414167,3414231,-,upstream_Rv3052c,upstream_nrdI
3414232,3414684,-,Rv3052c,nrdI
3414685,3414718,-,upstream_Rv3053c,upstream_nrdH
3414719,3414958,-,Rv3053c,nrdH
3414959,3415434,-,upstream_Rv3054c,upstream_Rv3054c
3415435,3415989,-,Rv3054c,Rv3054c
3415990,3416080,+,upstream_Rv3055,upstream_Rv3055
3416081,3416695,+,Rv3055,Rv3055
3416696,3416704,+,upstream_Rv3056,upstream_dinP
3416705,3417745,+,Rv3056,dinP
3417746,3417798,-,upstream_Rv3057c,upstream_Rv3057c
3417799,3418662,-,Rv3057c,Rv3057c
3418663,3418725,-,upstream_Rv3058c,upstream_Rv3058c
3418726,3419376,-,Rv3058c,Rv3058c
3419377,3419491,+,upstream_Rv3059,upstream_cyp136
3419492,3420970,+,Rv3059,cyp136
3420971,3421740,-,upstream_Rv3060c,upstream_Rv3060c
3421741,3423213,-,Rv3060c,Rv3060c
3423214,3423261,-,upstream_Rv3061c,upstream_fadE22
3423262,3425427,-,Rv3061c,fadE22
3425428,3425583,+,upstream_Rv3062,upstream_ligB
3425584,3427107,+,Rv3062,ligB
3427108,3427242,+,upstream_Rv3063,upstream_cstA
3427243,3429519,+,Rv3063,cstA
3429520,3429824,-,upstream_Rv3064c,upstream_Rv3064c
3429825,3430250,-,Rv3064c,Rv3064c
3430251,3430386,+,upstream_Rv3065,upstream_mmr
3430387,3430710,+,Rv3065,mmr
3430707,3431315,+,Rv3066,Rv3066
3431316,3431427,+,upstream_Rv3067,upstream_Rv3067
3431428,3431838,+,Rv3067,Rv3067
3431839,3431839,-,upstream_Rvnt37,upstream_alaU
3431840,3431912,-,Rvnt37,alaU
3431913,3431978,-,upstream_Rv3068c,upstream_pgmA
3431979,3433622,-,Rv3068c,pgmA
3433623,3433691,+,upstream_Rv3069,upstream_Rv3069
3433692,3434090,+,Rv3069,Rv3069
3434087,3434467,+,Rv3070,Rv3070
3434464,3435573,+,Rv3071,Rv3071
3435574,3435797,-,upstream_Rv3072c,upstream_Rv3072c
3435798,3436322,-,Rv3072c,Rv3072c
3436323,3436328,-,upstream_Rv3073c,upstream_Rv3073c
3436329,3436685,-,Rv3073c,Rv3073c
3436686,3436778,+,upstream_Rv3074,upstream_Rv3074
3436779,3438053,+,Rv3074,Rv3074
3438050,3438973,-,Rv3075c,Rv3075c
3438974,3439071,+,upstream_Rv3076,upstream_Rv3076
3439072,3439548,+,Rv3076,Rv3076
3439541,3441352,+,Rv3077,Rv3077
3441353,3441754,+,Rv3078,hab
3441353,3441352,+,upstream_Rv3078,upstream_hab
3441755,3441769,-,upstream_Rv3079c,upstream_Rv3079c
3441770,3442597,-,Rv3079c,Rv3079c
3442598,3442655,-,upstream_Rv3080c,upstream_pknK
3442656,3445988,-,Rv3080c,pknK
3445989,3446039,+,upstream_Rv3081,upstream_Rv3081
3446040,3447278,+,Rv3081,Rv3081
3447279,3447403,-,upstream_Rv3082c,upstream_virS
3447404,3448426,-,Rv3082c,virS
3448427,3448503,+,upstream_Rv3083,upstream_Rv3083
3448504,3449991,+,Rv3083,Rv3083
3449992,3449996,+,upstream_Rv3084,upstream_lipR
3449997,3450923,+,Rv3084,lipR
3450920,3451750,+,Rv3085,Rv3085
3451751,3451780,+,upstream_Rv3086,upstream_adhD
3451781,3452887,+,Rv3086,adhD
3452888,3452924,+,upstream_Rv3087,upstream_Rv3087
3452925,3454343,+,Rv3087,Rv3087
3454340,3455764,+,Rv3088,tgs4
3455761,3457272,+,Rv3089,fadD13
3457273,3458210,+,upstream_Rv3090,upstream_Rv3090
3458211,3459098,+,Rv3090,Rv3090
3459099,3459115,+,upstream_Rv3091,upstream_Rv3091
3459116,3460807,+,Rv3091,Rv3091
3460808,3460813,-,upstream_Rv3092c,upstream_Rv3092c
3460814,3461734,-,Rv3092c,Rv3092c
3461735,3461759,-,upstream_Rv3093c,upstream_Rv3093c
3461760,3462764,-,Rv3093c,Rv3093c
3462761,3463891,-,Rv3094c,Rv3094c
3463892,3463972,+,upstream_Rv3095,upstream_Rv3095
3463973,3464449,+,Rv3095,Rv3095
3464450,3464546,+,upstream_Rv3096,upstream_Rv3096
3464547,3465686,+,Rv3096,Rv3096
3465687,3465777,-,upstream_Rv3097c,upstream_lipY
3465778,3467091,-,Rv3097c,lipY
3467092,3467209,-,upstream_Rv3098c,upstream_Rv3098c
3467210,3467662,-,Rv3098c,Rv3098c
3467606,3467926,+,Rv3098A,Rv3098A
3467927,3467966,-,upstream_RVnc0046,upstream_ssr
3467967,3468334,-,RVnc0046,ssr
3468335,3468412,-,upstream_Rv3099c,upstream_Rv3099c
3468413,3469264,-,Rv3099c,Rv3099c
3469265,3469300,-,upstream_Rv3100c,upstream_smpB
3469301,3469783,-,Rv3100c,smpB
3469784,3469785,-,upstream_Rv3101c,upstream_ftsX
3469786,3470679,-,Rv3101c,ftsX
3470680,3471369,-,Rv3102c,ftsE
3470680,3470679,-,upstream_Rv3102c,upstream_ftsE
3471370,3471412,-,upstream_Rv3103c,upstream_Rv3103c
3471413,3471850,-,Rv3103c,Rv3103c
3471851,3471851,-,upstream_Rv3104c,upstream_Rv3104c
3471852,3472778,-,Rv3104c,Rv3104c
3472768,3473904,-,Rv3105c,prfB
3473905,3474006,+,upstream_Rv3106,upstream_fprA
3474007,3475377,+,Rv3106,fprA
3475378,3476961,-,Rv3107c,agpS
3475378,3475377,-,upstream_Rv3107c,upstream_agpS
3476962,3477059,+,upstream_Rv3108,upstream_Rv3108
3477060,3477500,+,Rv3108,Rv3108
3477501,3477648,+,upstream_Rv3109,upstream_moaA1
3477649,3478728,+,Rv3109,moaA1
3478729,3478778,+,upstream_Rv3110,upstream_moaB1
3478779,3479174,+,Rv3110,moaB1
3479171,3479683,+,Rv3111,moaC1
3479684,3479699,+,upstream_Rv3112,upstream_moaD1
3479700,3479951,+,Rv3112,moaD1
3479952,3480073,+,upstream_Rv3113,upstream_Rv3113
3480074,3480742,+,Rv3113,Rv3113
3480743,3480758,+,upstream_Rv3114,upstream_Rv3114
3480759,3481289,+,Rv3114,Rv3114
3481290,3481450,+,upstream_Rv3115,upstream_Rv3115
3481451,3482698,+,Rv3115,Rv3115
3482699,3482775,+,upstream_Rv3116,upstream_moeB2
3482776,3483945,+,Rv3116,moeB2
3483946,3483973,+,upstream_Rv3117,upstream_cysA3
3483974,3484807,+,Rv3117,cysA3
3484808,3484808,+,upstream_Rv3118,upstream_Rv3118
3484809,3485111,+,Rv3118,Rv3118
3485112,3485131,+,upstream_Rv3119,upstream_moaE1
3485132,3485575,+,Rv3119,moaE1
3485572,3486174,+,Rv3120,Rv3120
3486175,3486508,+,upstream_Rv3121,upstream_cyp141
3486509,3487711,+,Rv3121,cyp141
3487712,3488088,+,upstream_Rv3122,upstream_Rv3122
3488089,3488559,+,Rv3122,Rv3122
3488560,3488568,+,upstream_Rv3123,upstream_Rv3123
3488569,3489063,+,Rv3123,Rv3123
3489064,3489505,+,upstream_Rv3124,upstream_moaR1
3489506,3490375,+,Rv3124,moaR1
3490376,3490475,-,upstream_Rv3125c,upstream_PPE49
3490476,3491651,-,Rv3125c,PPE49
3491652,3491807,-,upstream_Rv3126c,upstream_Rv3126c
3491808,3492122,-,Rv3126c,Rv3126c
3492123,3492146,+,upstream_Rv3127,upstream_Rv3127
3492147,3493181,+,Rv3127,Rv3127
3493182,3494974,-,upstream_Rv3130c,upstream_tgs1
3494975,3496366,-,Rv3130c,tgs1
3496367,3496550,+,upstream_Rv3131,upstream_Rv3131
3496551,3497549,+,Rv3131,Rv3131
3497529,3499265,-,Rv3132c,devS
3499262,3499915,-,Rv3133c,devR
3499916,3499942,-,upstream_Rv3134c,upstream_Rv3134c
3499943,3500749,-,Rv3134c,Rv3134c
3500750,3501333,+,upstream_Rv3135,upstream_PPE50
3501334,3501732,+,Rv3135,PPE50
3501733,3501793,+,upstream_Rv3136,upstream_PPE51
3501794,3502936,+,Rv3136,PPE51
3502937,3502944,-,upstream_Rv3136A,upstream_Rv3136A
3502945,3503277,-,Rv3136A,Rv3136A
3503278,3503392,+,upstream_Rv3137,upstream_Rv3137
3503393,3504175,+,Rv3137,Rv3137
3504176,3504194,+,upstream_Rv3138,upstream_pflA
3504195,3505283,+,Rv3138,pflA
3505284,3505362,+,upstream_Rv3139,upstream_fadE24
3505363,3506769,+,Rv3139,fadE24
3506770,3506789,+,upstream_Rv3140,upstream_fadE23
3506790,3507995,+,Rv3140,fadE23
3507996,3508094,+,upstream_Rv3141,upstream_fadB4
3508095,3509066,+,Rv3141,fadB4
3509067,3509117,-,upstream_Rv3142c,upstream_Rv3142c
3509118,3509546,-,Rv3142c,Rv3142c
3509547,3509653,+,upstream_Rv3143,upstream_Rv3143
3509654,3510055,+,Rv3143,Rv3143
3510056,3510087,-,upstream_Rv3144c,upstream_PPE52
3510088,3511317,-,Rv3144c,PPE52
3511318,3511681,+,upstream_Rv3145,upstream_nuoA
3511682,3512068,+,Rv3145,nuoA
3512069,3512076,+,upstream_Rv3146,upstream_nuoB
3512077,3512631,+,Rv3146,nuoB
3512628,3513338,+,Rv3147,nuoC
3513338,3514660,+,Rv3148,nuoD
3513339,3513337,+,upstream_Rv3148,upstream_nuoD
3514657,3515415,+,Rv3149,nuoE
3515412,3516749,+,Rv3150,nuoF
3516746,3519166,+,Rv3151,nuoG
3519167,3519281,+,upstream_Rv3152,upstream_nuoH
3519282,3520514,+,Rv3152,nuoH
3520507,3521142,+,Rv3153,nuoI
3521139,3521927,+,Rv3154,nuoJ
3521924,3522223,+,Rv3155,nuoK
3522224,3522233,+,upstream_Rv3156,upstream_nuoL
3522234,3524135,+,Rv3156,nuoL
3524132,3525793,+,Rv3157,nuoM
3525790,3527385,+,Rv3158,nuoN
3527386,3527390,-,upstream_Rv3159c,upstream_PPE53
3527391,3529163,-,Rv3159c,PPE53
3529164,3529337,-,upstream_Rv3160c,upstream_Rv3160c
3529338,3529979,-,Rv3160c,Rv3160c
3529980,3529989,-,upstream_Rv3161c,upstream_Rv3161c
3529990,3531138,-,Rv3161c,Rv3161c
3531139,3531207,-,upstream_Rv3162c,upstream_Rv3162c
3531208,3531645,-,Rv3162c,Rv3162c
3531642,3532913,-,Rv3163c,Rv3163c
3532914,3532942,-,upstream_Rv3164c,upstream_moxR3
3532943,3533905,-,Rv3164c,moxR3
3533906,3533912,-,upstream_Rv3165c,upstream_Rv3165c
3533913,3534395,-,Rv3165c,Rv3165c
3534392,3535351,-,Rv3166c,Rv3166c
3535352,3535430,-,upstream_Rv3167c,upstream_Rv3167c
3535431,3536057,-,Rv3167c,Rv3167c
3536058,3536101,+,upstream_Rv3168,upstream_Rv3168
3536102,3537238,+,Rv3168,Rv3168
3537238,3538362,+,Rv3169,Rv3169
3537239,3537237,+,upstream_Rv3169,upstream_Rv3169
3538363,3538504,+,upstream_Rv3170,upstream_aofH
3538505,3539851,+,Rv3170,aofH
3539846,3540745,-,Rv3171c,hpx
3540746,3540881,-,upstream_Rv3172c,upstream_Rv3172c
3540882,3541364,-,Rv3172c,Rv3172c
3541365,3541442,-,upstream_Rv3173c,upstream_Rv3173c
3541443,3542045,-,Rv3173c,Rv3173c
3542046,3542137,+,upstream_Rv3174,upstream_Rv3174
3542138,3542845,+,Rv3174,Rv3174
3542846,3542859,+,upstream_Rv3175,upstream_Rv3175
3542860,3544347,+,Rv3175,Rv3175
3544344,3545300,-,Rv3176c,mesT
3545301,3545446,+,upstream_Rv3177,upstream_Rv3177
3545447,3546307,+,Rv3177,Rv3177
3546308,3546437,+,upstream_Rv3178,upstream_Rv3178
3546438,3546797,+,Rv3178,Rv3178
3546798,3547036,+,upstream_Rv3178a,upstream_Rv3178a
3547037,3547330,+,Rv3178a,Rv3178a
3547331,3547617,+,upstream_Rv3179,upstream_Rv3179
3547618,3548907,+,Rv3179,Rv3179
3548908,3549253,-,upstream_Rv3180c,upstream_Rv3180c
3549254,3549688,-,Rv3180c,Rv3180c
3549689,3549690,-,upstream_Rv3181c,upstream_Rv3181c
3549691,3550143,-,Rv3181c,Rv3181c
3550144,3550373,+,upstream_Rv3182,upstream_Rv3182
3550374,3550718,+,Rv3182,Rv3182
3550715,3551044,+,Rv3183,Rv3183
3551045,3554297,+,upstream_Rv3188,upstream_Rv3188
3554298,3554645,+,Rv3188,Rv3188
3554642,3555262,+,Rv3189,Rv3189
3555263,3555421,-,upstream_Rv3190c,upstream_Rv3190c
3555422,3556687,-,Rv3190c,Rv3190c
3556688,3556854,+,upstream_Rv3190A,upstream_Rv3190A
3556855,3557064,+,Rv3190A,Rv3190A
3557065,3557310,-,upstream_Rv3191c,upstream_Rv3191c
3557311,3558345,-,Rv3191c,Rv3191c
3558346,3559369,-,upstream_Rvnt38,upstream_metU
3559370,3559443,-,Rvnt38,metU
3559444,3559562,+,upstream_Rv3192,upstream_Rv3192
3559563,3560024,+,Rv3192,Rv3192
3560025,3560193,-,upstream_Rv3193c,upstream_Rv3193c
3560194,3563172,-,Rv3193c,Rv3193c
3563173,3563263,-,upstream_Rv3194c,upstream_Rv3194c
3563264,3564286,-,Rv3194c,Rv3194c
3564287,3564363,+,upstream_Rv3195,upstream_Rv3195
3564364,3565782,+,Rv3195,Rv3195
3565783,3565787,+,upstream_Rv3196,upstream_Rv3196
3565788,3566687,+,Rv3196,Rv3196
3566688,3566695,-,upstream_Rv3196A,upstream_Rv3196A
3566696,3566896,-,Rv3196A,Rv3196A
3566897,3567023,+,upstream_Rv3197,upstream_Rv3197
3567024,3568367,+,Rv3197,Rv3197
3568368,3568400,-,upstream_Rv3197A,upstream_whiB7
3568401,3568679,-,Rv3197A,whiB7
3568680,3569108,-,upstream_Rv3198c,upstream_uvrD2
3569109,3571211,-,Rv3198c,uvrD2
3571212,3571334,+,upstream_Rv3198A,upstream_Rv3198A
3571335,3571589,+,Rv3198A,Rv3198A
3571590,3571601,-,upstream_Rv3199c,upstream_nudC
3571602,3572543,-,Rv3199c,nudC
3572544,3572601,-,upstream_Rv3200c,upstream_Rv3200c
3572602,3573669,-,Rv3200c,Rv3200c
3573670,3573730,-,upstream_Rv3201c,upstream_Rv3201c
3573731,3577036,-,Rv3201c,Rv3201c
3577033,3580200,-,Rv3202c,Rv3202c
3580201,3580285,+,upstream_Rv3202a,upstream_Rv3202a
3580286,3580495,+,Rv3202a,Rv3202a
3580496,3580637,+,upstream_Rv3203,upstream_lipV
3580638,3581312,+,Rv3203,lipV
3581313,3581314,+,upstream_Rv3204,upstream_Rv3204
3581315,3581620,+,Rv3204,Rv3204
3581621,3581626,-,upstream_Rv3205c,upstream_Rv3205c
3581627,3582505,-,Rv3205c,Rv3205c
3582506,3582531,-,upstream_Rv3206c,upstream_moeB1
3582532,3583710,-,Rv3206c,moeB1
3583711,3583800,-,upstream_Rv3207c,upstream_Rv3207c
3583801,3584658,-,Rv3207c,Rv3207c
3584659,3585003,+,upstream_Rv3208,upstream_Rv3208
3585004,3585690,+,Rv3208,Rv3208
3585677,3585949,-,Rv3208A,TB9.4
3585950,3586273,+,upstream_Rv3209,upstream_Rv3209
3586274,3586834,+,Rv3209,Rv3209
3586835,3586843,-,upstream_Rv3210c,upstream_Rv3210c
3586844,3587539,-,Rv3210c,Rv3210c
3587540,3587797,+,upstream_Rv3211,upstream_rhlE
3587798,3589381,+,Rv3211,rhlE
3589382,3589393,+,upstream_Rv3212,upstream_Rv3212
3589394,3590617,+,Rv3212,Rv3212
3590618,3590691,-,upstream_Rv3213c,upstream_Rv3213c
3590692,3591492,-,Rv3213c,Rv3213c
3591493,3591645,+,upstream_Rv3214,upstream_gpm2
3591646,3592257,+,Rv3214,gpm2
3592254,3593372,+,Rv3215,entC
3593373,3593803,-,upstream_Rv3217c,upstream_Rv3217c
3593804,3594235,-,Rv3217c,Rv3217c
3594236,3594467,+,upstream_Rv3218,upstream_Rv3218
3594468,3595433,+,Rv3218,Rv3218
3595434,3595712,+,upstream_Rv3219,upstream_whiB1
3595713,3595967,+,Rv3219,whiB1
3595968,3596028,-,upstream_Rv3220c,upstream_Rv3220c
3596029,3597534,-,Rv3220c,Rv3220c
3597535,3597550,-,upstream_Rv3221c,upstream_TB7.3
3597551,3597766,-,Rv3221c,TB7.3
3597767,3598050,-,upstream_Rv3221A,upstream_rshA
3598051,3598356,-,Rv3221A,rshA
3598353,3598904,-,Rv3222c,Rv3222c
3598901,3599551,-,Rv3223c,sigH
3599552,3599850,+,upstream_Rv3224,upstream_Rv3224
3599851,3600699,+,Rv3224,Rv3224
3600700,3601015,-,upstream_Rv3225c,upstream_Rv3225c
3601016,3602440,-,Rv3225c,Rv3225c
3602441,3602563,-,upstream_Rv3226c,upstream_Rv3226c
3602564,3603322,-,Rv3226c,Rv3226c
3603323,3603376,+,upstream_Rv3227,upstream_aroA
3603377,3604729,+,Rv3227,aroA
3604726,3605718,+,Rv3228,Rv3228
3605719,3605750,-,upstream_Rv3229c,upstream_desA3
3605751,3607034,-,Rv3229c,desA3
3607035,3607111,-,upstream_Rv3230c,upstream_Rv3230c
3607112,3608254,-,Rv3230c,Rv3230c
3608255,3608363,-,upstream_Rv3231c,upstream_Rv3231c
3608364,3608873,-,Rv3231c,Rv3231c
3608870,3609757,-,Rv3232c,ppk2
3609758,3610373,-,upstream_Rv3234c,upstream_tgs3
3610374,3611189,-,Rv3234c,tgs3
3611190,3611299,+,upstream_Rv3235,upstream_Rv3235
3611300,3611941,+,Rv3235,Rv3235
3611942,3611958,-,upstream_Rv3236c,upstream_Rv3236c
3611959,3613116,-,Rv3236c,Rv3236c
3613117,3613120,-,upstream_Rv3237c,upstream_Rv3237c
3613121,3613603,-,Rv3237c,Rv3237c
3613604,3613663,-,upstream_Rv3238c,upstream_Rv3238c
3613664,3614398,-,Rv3238c,Rv3238c
3614399,3614456,-,upstream_Rv3239c,upstream_Rv3239c
3614457,3617603,-,Rv3239c,Rv3239c
3617604,3617681,-,upstream_Rv3240c,upstream_secA1
3617682,3620531,-,Rv3240c,secA1
3620532,3620609,-,upstream_Rv3241c,upstream_Rv3241c
3620610,3621254,-,Rv3241c,Rv3241c
3621255,3621569,-,upstream_Rv3242c,upstream_Rv3242c
3621570,3622211,-,Rv3242c,Rv3242c
3622212,3622248,-,upstream_Rv3243c,upstream_Rv3243c
3622249,3623091,-,Rv3243c,Rv3243c
3623092,3623158,-,upstream_Rv3244c,upstream_lpqB
3623159,3624910,-,Rv3244c,lpqB
3624910,3626613,-,Rv3245c,mtrB
3624911,3624909,-,upstream_Rv3245c,upstream_mtrB
3626614,3626662,-,upstream_Rv3246c,upstream_mtrA
3626663,3627349,-,Rv3246c,mtrA
3627350,3627418,-,upstream_Rv3247c,upstream_tmk
3627419,3628063,-,Rv3247c,tmk
3628064,3628159,-,upstream_Rv3248c,upstream_sahH
3628160,3629647,-,Rv3248c,sahH
3629648,3629751,-,upstream_Rv3249c,upstream_Rv3249c
3629752,3630387,-,Rv3249c,Rv3249c
3630384,3630566,-,Rv3250c,rubB
3630567,3630570,-,upstream_Rv3251c,upstream_rubA
3630571,3630738,-,Rv3251c,rubA
3630738,3631988,-,Rv3252c,alkB
3630739,3630737,-,upstream_Rv3252c,upstream_alkB
3631989,3632096,-,upstream_Rv3253c,upstream_Rv3253c
3632097,3633584,-,Rv3253c,Rv3253c
3633585,3633674,+,upstream_Rv3254,upstream_Rv3254
3633675,3635063,+,Rv3254,Rv3254
3635041,3636267,-,Rv3255c,manA
3636268,3636274,-,upstream_Rv3256c,upstream_Rv3256c
3636275,3637315,-,Rv3256c,Rv3256c
3637312,3638709,-,Rv3257c,pmmA
3638710,3638810,-,upstream_Rv3258c,upstream_Rv3258c
3638811,3639302,-,Rv3258c,Rv3258c
3639303,3639424,+,upstream_Rv3259,upstream_Rv3259
3639425,3639844,+,Rv3259,Rv3259
3639845,3639871,-,upstream_Rv3260c,upstream_whiB2
3639872,3640141,-,Rv3260c,whiB2
3640142,3640542,+,upstream_Rv3261,upstream_fbiA
3640543,3641538,+,Rv3261,fbiA
3641535,3642881,+,Rv3262,fbiB
3642882,3643176,+,upstream_Rv3263,upstream_Rv3263
3643177,3644838,+,Rv3263,Rv3263
3644839,3644897,-,upstream_Rv3264c,upstream_manB
3644898,3645977,-,Rv3264c,manB
3645978,3645978,-,upstream_Rv3265c,upstream_wbbL1
3645979,3646884,-,Rv3265c,wbbL1
3646885,3646894,-,upstream_Rv3266c,upstream_rmlD
3646895,3647809,-,Rv3266c,rmlD
3647810,3647884,+,upstream_Rv3267,upstream_Rv3267
3647885,3649381,+,Rv3267,Rv3267
3649382,3649419,+,upstream_Rv3268,upstream_Rv3268
3649420,3650109,+,Rv3268,Rv3268
3650110,3650233,+,upstream_Rv3269,upstream_Rv3269
3650234,3650515,+,Rv3269,Rv3269
3650516,3650525,+,upstream_Rv3270,upstream_ctpC
3650526,3652682,+,Rv3270,ctpC
3652679,3653347,-,Rv3271c,Rv3271c
3653348,3653447,+,upstream_Rv3272,upstream_Rv3272
3653448,3654632,+,Rv3272,Rv3272
3654633,3654636,+,upstream_Rv3273,upstream_Rv3273
3654637,3656931,+,Rv3273,Rv3273
3656920,3658089,-,Rv3274c,fadE25
3658090,3658113,-,upstream_Rv3275c,upstream_purE
3658114,3658638,-,Rv3275c,purE
3658635,3659924,-,Rv3276c,purK
3659878,3660696,+,Rv3277,Rv3277
3660651,3661169,-,Rv3278c,Rv3278c
3661170,3661211,-,upstream_Rv3279c,upstream_birA
3661212,3662012,-,Rv3279c,birA
3662013,3662061,+,upstream_Rv3280,upstream_accD5
3662062,3663708,+,Rv3280,accD5
3663689,3664222,+,Rv3281,accE5
3664219,3664887,+,Rv3282,Rv3282
3664888,3664927,+,upstream_Rv3283,upstream_sseA
3664928,3665821,+,Rv3283,sseA
3665818,3666249,+,Rv3284,Rv3284
3666250,3666356,+,upstream_Rv3285,upstream_accA3
